0.5091199	0.1060278	0.27911085	-0.37222078	0.30967662	-0.010842673	0.034087982	-0.25866428	-0.3590676	-0.2292203	-0.19345233	0.13175742	0.08225061	0.07700057	-0.28460792	-0.13808051
0.7921492	0.023267528	-0.13049398	0.08568355	0.15972365	0.13518985	0.004032206	-0.42401922	-0.15474974	-0.1466436	-0.2580385	-0.010975307	0.012633437	-0.05704263	-0.026108285	0.08797788
0.76379806	0.06633948	-0.07589386	0.18488371	0.13039315	0.15063798	-0.17746463	-0.24579464	-0.285271	-0.22902866	-0.1612609	0.03147236	-0.2183526	-0.11640196	0.1087582	0.0823526
0.8168917	0.05143417	-0.07343289	0.21964514	0.103834935	0.10939021	-0.096144065	-0.06587038	-0.18690884	-0.29483584	-0.20731978	-0.12008601	0.09929219	0.07286097	-0.16266064	0.13850752
0.6156159	-0.067890756	0.2622124	-0.3619015	0.21243098	-0.056373864	-0.014820196	-0.32588735	-0.32131025	-0.1100478	-0.15522557	0.12634163	0.11795309	0.29640555	-0.054935962	0.041922167
0.8322399	0.11771214	-0.009670206	0.27032363	0.29085872	0.015433151	0.014607191	-0.16428514	-0.029058104	-0.07821669	-0.061089154	-0.21652883	-0.121250816	-0.013633099	0.037659366	0.18554655
0.738199	0.25478917	0.08225825	0.010827985	0.20357816	0.35250115	-0.05935541	-0.2634323	-0.01899665	0.039547883	0.09475224	0.16421513	-0.11489417	0.2781318	0.12655528	0.014016968
0.7479588	0.2447168	0.3333803	0.07083963	0.07463922	-0.33504277	0.013740219	-0.07499503	0.18765843	-0.070427544	-0.06847033	-0.19157088	0.009128307	-0.21074976	0.082664125	0.08931717
0.6244658	0.27606916	-0.061101757	-0.009398684	0.3616726	-0.054058693	0.15835445	-0.2590035	-0.29734325	-0.10782878	-0.280039	0.21323155	-0.100773044	0.1726291	0.19984908	-0.017113011
0.8145379	0.092216924	-0.02049603	-0.25649703	0.301748	0.07432666	-0.047178756	0.07904178	0.24006526	0.18960609	-0.11608627	0.06710323	-0.014413327	0.14491335	0.13882811	-0.068716265
0.75198644	0.21471594	-0.022693364	-0.21747455	0.058581077	0.00785667	-0.13930948	-0.20261198	0.18322372	0.09543259	-0.025924899	-0.4206212	0.010188822	-0.12872437	-0.16468239	0.11217995
0.55240256	0.039763246	0.3980898	-0.16744389	0.253029	0.051845394	-0.11920119	-0.14544778	-0.34484184	-0.38880312	-0.09690803	0.13755022	0.198768	0.12715888	-0.20305423	-0.0968389
0.6632443	0.18228492	0.0765645	-0.04900566	0.21707375	0.14005542	-0.14269063	0.11420126	0.09538516	-0.053300247	-0.31824175	0.14819974	-0.043466065	-0.070603564	-0.1861225	-0.49171183
0.7429781	0.08064252	0.18285039	0.03316014	0.40392303	0.15809025	-0.089700304	-0.19118017	-0.1881491	-0.3073376	-0.17043331	0.060678255	-0.09384151	0.030889295	-0.031231178	0.029706324
0.7606352	0.1433062	0.19256285	-0.39025924	0.10103377	0.08833339	0.009593217	-0.15775992	-0.24406564	0.04321568	-0.19431819	0.09564525	-0.00020521844	0.088440455	0.019076051	0.2280244
0.7635655	0.10444028	0.15286957	-0.041666694	0.08869206	0.33450112	-0.24027063	-0.13815524	0.048296273	-0.20461911	-0.16905856	0.044182256	0.115913086	-0.1818538	0.017384352	0.25067386
0.55173486	0.01409115	-0.12631688	0.35903925	0.3980955	0.20158999	-0.014812394	-0.43326756	-0.15118332	-0.1903303	-0.22478561	-0.040836852	-0.17022067	-0.009287431	0.1031569	-0.111737676
0.64397836	0.111410424	0.2338552	-0.119840465	0.48730865	0.1438054	0.04054675	-0.07862904	-0.22448328	-0.17036626	-0.3111664	-0.040338114	0.019429045	0.19338803	0.042703163	-0.1427735
0.5421619	0.035895206	0.17834036	-0.3872496	0.27255282	-0.13028376	0.023581143	-0.21966988	-0.37309	-0.31495842	-0.25075004	0.1284262	-0.044626538	0.1013679	-0.22978596	0.010118364
0.7921383	0.19343759	0.19990268	-0.19068858	-0.020061607	0.34045267	-0.2179974	-0.15747893	0.07007774	-0.015816083	-0.047278974	0.17701352	0.15098967	-0.0032050537	0.09198283	-0.011985155
0.71818304	0.053661637	0.019231552	0.13152933	0.34155452	0.28918916	-0.07741126	-0.2397523	-0.10541686	0.09171973	-0.040410064	0.023733702	-0.14614624	0.2889546	0.25984165	0.076207355
0.45309046	0.12916686	-0.18101345	-0.029507056	0.36342528	-0.24317448	0.06856114	0.11312124	0.36665177	-0.3467259	-0.35675082	0.045085546	0.3398525	-0.07454501	0.16145824	-0.06780887
